date,temp,hum,percp,wspeed,pm10
2023-03-05 03:00:00,0.6,87.0,0.0,2.7,22.0
2023-03-05 04:00:00,0.3,89.0,0.0,3.5,22.0
2023-03-05 05:00:00,0.3,91.0,0.0,4.2,24.0
2023-03-05 06:00:00,0.2,91.0,0.0,5.4,23.0
2023-03-05 07:00:00,1.6,88.0,0.0,6.6,23.0
2023-03-05 08:00:00,3.7,77.0,0.0,6.8,31.0
2023-03-05 09:00:00,4.9,68.0,0.0,8.1,34.0
2023-03-05 10:00:00,6.1,63.0,0.0,10.5,32.0
2023-03-05 11:00:00,6.9,61.0,0.0,10.5,32.0
2023-03-05 12:00:00,7.5,59.0,0.0,10.4,30.0
2023-03-05 13:00:00,7.5,58.0,0.0,9.8,27.0
2023-03-05 14:00:00,7.7,57.0,0.0,9.4,24.0
2023-03-05 15:00:00,7.6,57.0,0.0,9.5,24.0
2023-03-05 16:00:00,7.0,60.0,0.0,10.5,23.0
2023-03-05 17:00:00,5.4,67.0,0.0,10.5,27.0
2023-03-05 18:00:00,4.3,72.0,0.0,9.5,31.0
2023-03-05 19:00:00,3.2,81.0,0.0,7.6,53.0
2023-03-05 20:00:00,3.0,77.0,0.0,5.8,45.0
2023-03-05 21:00:00,2.5,82.0,0.0,5.0,33.0
2023-03-05 22:00:00,2.1,86.0,0.0,4.2,27.0
2023-03-05 23:00:00,1.5,90.0,0.0,2.6,30.0
2023-03-06 00:00:00,1.5,91.0,0.0,4.4,26.0
2023-03-06 01:00:00,1.4,93.0,0.0,4.7,27.0
2023-03-06 02:00:00,1.2,95.0,0.0,4.4,28.0
2023-03-06 03:00:00,1.0,96.0,0.0,3.8,28.0
2023-03-06 04:00:00,1.1,97.0,0.0,4.1,29.0
2023-03-06 05:00:00,1.0,98.0,0.0,3.1,29.0
2023-03-06 06:00:00,0.8,98.0,0.0,1.8,34.0
2023-03-06 07:00:00,1.7,83.0,0.0,0.8,48.0
2023-03-06 08:00:00,3.2,76.0,0.0,0.4,36.0
2023-03-06 09:00:00,4.8,69.0,0.0,1.8,36.0
2023-03-06 10:00:00,6.3,64.0,0.0,2.6,40.0
2023-03-06 11:00:00,7.6,59.0,0.0,3.3,41.0
2023-03-06 12:00:00,8.4,58.0,0.0,6.1,40.0
2023-03-06 13:00:00,9.1,57.0,0.0,6.4,37.0
2023-03-06 14:00:00,9.1,58.0,0.0,4.6,42.0
2023-03-06 15:00:00,8.9,61.0,0.6,5.6,40.0
2023-03-06 16:00:00,8.0,68.0,0.1,5.2,41.0
2023-03-06 17:00:00,6.5,81.0,0.1,5.4,44.0
2023-03-06 18:00:00,4.9,85.0,0.0,5.8,47.0
2023-03-06 19:00:00,3.8,88.0,0.0,4.3,48.0
2023-03-06 20:00:00,3.5,91.0,0.0,4.4,40.0
2023-03-06 21:00:00,2.5,99.0,0.0,6.4,41.0
2023-03-06 22:00:00,2.7,99.0,0.1,9.8,38.0
2023-03-06 23:00:00,2.7,99.0,0.3,10.6,30.0
2023-03-07 00:00:00,2.8,95.0,0.3,9.8,32.0
2023-03-07 01:00:00,2.2,98.0,0.2,7.0,31.0
2023-03-07 02:00:00,1.7,97.0,0.1,5.8,31.0
2023-03-07 03:00:00,1.7,97.0,0.1,3.6,31.0
2023-03-07 04:00:00,1.6,97.0,0.1,3.3,24.0
2023-03-07 05:00:00,1.5,98.0,0.1,4.2,24.0
2023-03-07 06:00:00,1.7,97.0,0.1,5.4,21.0
2023-03-07 07:00:00,2.2,99.0,0.5,5.4,28.0
2023-03-07 08:00:00,2.5,92.0,0.3,7.4,26.0
2023-03-07 09:00:00,3.4,89.0,0.1,7.2,24.0
2023-03-07 10:00:00,4.3,86.0,0.0,4.0,24.0
2023-03-07 11:00:00,5.3,83.0,0.0,4.1,26.0
2023-03-07 12:00:00,6.1,81.0,0.0,5.4,37.0
2023-03-07 13:00:00,7.1,77.0,0.0,7.2,50.0
2023-03-07 14:00:00,8.1,72.0,0.0,10.5,53.0
2023-03-07 15:00:00,8.9,68.0,0.0,12.8,53.0
2023-03-07 16:00:00,8.8,70.0,0.0,10.5,59.0
2023-03-07 17:00:00,7.8,73.0,0.0,12.7,47.0
2023-03-07 18:00:00,6.9,74.0,0.0,15.7,38.0
2023-03-07 19:00:00,5.8,80.0,0.0,16.8,42.0
2023-03-07 20:00:00,5.4,81.0,0.0,15.8,44.0
2023-03-07 21:00:00,4.9,83.0,0.0,15.5,32.0
2023-03-07 22:00:00,4.5,85.0,0.0,12.0,30.0
2023-03-07 23:00:00,4.1,87.0,0.0,12.4,27.0
2023-03-08 00:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,24.0
2023-03-08 01:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,22.0
2023-03-08 02:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,21.0
2023-03-08 03:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,19.0
2023-03-08 04:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,18.0
2023-03-08 05:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,19.0
2023-03-08 06:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,26.0
2023-03-08 07:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,32.0
2023-03-08 08:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,53.0
2023-03-08 09:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,50.0
2023-03-08 10:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,41.0
2023-03-08 11:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,41.0
2023-03-08 12:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,34.0
2023-03-08 13:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,18.0
2023-03-08 14:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,18.0
2023-03-08 15:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,12.0
2023-03-08 16:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,14.0
2023-03-08 17:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,15.0
2023-03-08 18:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,17.0
2023-03-08 19:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,10.0
2023-03-08 20:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,9.0
2023-03-08 21:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,10.0
2023-03-08 22:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,9.0
2023-03-08 23:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,10.0
2023-03-09 00:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,11.0
2023-03-09 01:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,9.0
2023-03-09 02:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,11.0
2023-03-09 03:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,8.0
2023-03-09 04:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,14.0
2023-03-09 05:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,21.0
2023-03-09 06:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,32.0
2023-03-09 07:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,68.0
2023-03-09 08:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,30.0
2023-03-09 09:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,10.0
2023-03-09 10:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,6.0
2023-03-09 11:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,9.0
2023-03-09 12:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,8.0
2023-03-09 13:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,9.0
2023-03-09 14:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,8.0
2023-03-09 15:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,12.0
2023-03-09 16:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,13.0
2023-03-09 17:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,27.0
2023-03-09 18:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,34.0
2023-03-09 19:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,32.0
2023-03-09 20:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,29.0
2023-03-09 21:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,25.0
2023-03-09 22:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,16.0
2023-03-09 23:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,21.0
2023-03-10 00:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,16.0
2023-03-10 01:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,13.0
2023-03-10 02:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,11.0
2023-03-10 03:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,15.0
2023-03-10 04:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,17.0
2023-03-10 05:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,15.0
2023-03-10 06:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,22.0
2023-03-10 07:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,41.0
2023-03-10 08:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,56.0
2023-03-10 09:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,20.0
2023-03-10 10:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,20.0
2023-03-10 11:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,18.0
2023-03-10 12:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,16.0
2023-03-10 13:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,24.0
2023-03-10 14:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,20.0
2023-03-10 15:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,20.0
2023-03-10 16:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,24.0
2023-03-10 17:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,10.0
2023-03-10 18:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,14.0
2023-03-10 19:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,21.0
2023-03-10 20:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,21.0
2023-03-10 21:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,15.0
2023-03-10 22:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,12.0
2023-03-10 23:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,9.0
2023-03-11 00:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,5.0
2023-03-11 01:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,4.0
2023-03-11 02:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,5.0
2023-03-11 03:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,3.0
2023-03-11 04:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,6.0
2023-03-11 05:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,3.0
2023-03-11 06:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,2.0
2023-03-11 07:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,5.0
2023-03-11 08:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,7.0
2023-03-11 09:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,22.0
2023-03-11 10:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,14.0
2023-03-11 11:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,8.0
2023-03-11 12:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,7.0
2023-03-11 13:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,7.0
2023-03-11 14:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,7.0
2023-03-11 15:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,10.0
2023-03-11 16:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,9.0
2023-03-11 17:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,11.0
2023-03-11 18:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,14.0
2023-03-11 19:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,17.0
2023-03-11 20:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,13.0
2023-03-11 21:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,14.0
2023-03-11 22:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,10.0
2023-03-11 23:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,8.0
2023-03-12 00:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,7.0
2023-03-12 01:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,6.0
2023-03-12 02:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,5.0
2023-03-12 03:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,4.0
2023-03-12 04:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,5.0
2023-03-12 05:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,6.0
2023-03-12 06:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,7.0
2023-03-12 07:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,6.0
2023-03-12 08:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,6.0
2023-03-12 09:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,9.0
2023-03-12 10:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,8.0
2023-03-12 11:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,8.0
2023-03-12 12:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,8.0
2023-03-12 13:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,8.0
2023-03-12 14:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,10.0
2023-03-12 15:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,9.0
2023-03-12 16:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,10.0
2023-03-12 17:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,12.0
2023-03-12 18:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,19.0
2023-03-12 19:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,34.0
2023-03-12 20:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,31.0
2023-03-12 21:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,22.0
2023-03-12 22:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,22.0
2023-03-12 23:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,21.0
2023-03-13 00:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,18.0
2023-03-13 01:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,20.0
2023-03-13 02:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,18.0
2023-03-13 03:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,20.0
2023-03-13 04:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,31.0
2023-03-13 05:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,30.0
2023-03-13 06:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,38.0
2023-03-13 07:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,48.0
2023-03-13 08:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,46.0
2023-03-13 09:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,32.0
2023-03-13 10:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,15.0
2023-03-13 11:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,13.0
2023-03-13 12:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,15.0
2023-03-13 13:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,16.0
2023-03-13 14:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,15.0
2023-03-13 15:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,18.0
2023-03-13 16:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,15.0
2023-03-13 17:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,16.0
2023-03-13 18:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,24.0
2023-03-13 19:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,57.0
2023-03-13 20:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,46.0
2023-03-13 21:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,25.0
2023-03-13 22:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,14.0
2023-03-13 23:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,10.0
2023-03-14 00:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,7.0
2023-03-14 01:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,7.0
2023-03-14 02:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,7.0
2023-03-14 03:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,13.0
2023-03-14 04:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,18.0
2023-03-14 05:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,19.0
2023-03-14 06:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,21.0
2023-03-14 07:00:00,4.522048611111111,77.70833333333333,0.04704861111111111,8.2421875,19.0
